Color,Discount Price,Original Price,URL,Dimensions,CPU,GPU_Model,Screen,Storage,Ram_Model,Battery,RAM,Weight,Storage_Model,GPU
,,,https://meghdadit.com/product/109247/asus-vivobook-r521fb-core-i3-4gb-1tb-128gb-ssd-2gb-full-hd-laptop/,360x235x22.9 mm,INTEL i3-8145U 2.1 Ghz,Nvidia Gforce MX110,,128 GB SSD + 1 TB HDD,DDR4,,4 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/108606/asus-vivobook-s14-s432fl-core-i7-16gb-512gb-ssd-2gb-full-hd-laptop/,18 * 211 * 323 mm,INTEL i7-8565U 1.8 Ghz,Nvidia Gforce MX250 GDDR5,LED-backlit Full HD178° wide-view technology 1080 * 1920,512 GB HDD,DDR3,42 Wh,16 GB,1.4 kg,SSD,2 GB 
,,,https://meghdadit.com/product/108340/asus-vivobook-r564fl-core-i7-16gb-1tb-128gb-ssd-2gb-full-hd-laptop/,357x230x19.9 mm,INTEL i7-8565U 1.8 Ghz,Nvidia Gforce GeForce MX250 GDDR5,TFT LED-backlit LCD 1080 * 1920,128 GB SSD + 1 TB HDD,DDR4,باتری لیتیوم-یون با ظرفیت 37 Wh,16 GB,1.75 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/108158/asus-tuf-gaming-fx505dt-ryzen7-3750h-16gb-1tb-256gb-ssd-4gb-full-hd-laptop/,360.4 * 262.0 * 25.8 ~26.8 mm,,Nvidia Gforce GTX 1650,LED-backlit FHD (1920x1080) Anti-Glare IPS-level Panel with 45% NTSC 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,48 وات‌ساعت,16 GB,2.2 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/108135/asus-zenbook-duo-ux481fl-core-i7-16gb-1tb-ssd-2gb-laptop/,323x222x19 mm,INTEL i7 10510U 1.8 Ghz,Nvidia Gforce GeForce® MX250,LED-backlit Full HD (1920 x 1080) 16:9 slim-bezel NanoEdge display 1080 * 1920,1 TB HDD,DDR3,70 Wh,16 GB,1.5 kg,SSD,2 GB 
,,,https://meghdadit.com/product/107908/asus-vivobook-pro-15-n580gd-core-i7-16gb-1tb-480gb-ssd-4gb-full-hd-laptop/,381 * 256 * 20 mm,INTEL i7-8750H 2.2 Ghz,Nvidia Gforce GTX 1050 GDDR5,"15.6"" (16:9) LED-backlit FHD (1920x1080) 60Hz Anti-Glare Panel with 45% NTSC 1080 * 1920",480 GB SSD + 1 TB HDD,DDR4,47 وات‌ساعت,16 GB,1.99 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/107910/asus-vivobook-pro-15-n580gd-core-i7-24gb-1tb-240gb-ssd-4gb-full-hd-laptop/,381 * 256 * 20 mm,INTEL i7-8750H 2.2 Ghz,Nvidia Gforce GTX 1050 GDDR5,"15.6"" (16:9) LED-backlit FHD (1920x1080) 60Hz Anti-Glare Panel with 45% NTSC 1080 * 1920",240 GB SSD + 1 TB HDD,DDR4,47 وات‌ساعت,24 GB,1.99 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/47736/asus-zenbook-flip-ux360ca-core-m-6y54-8gb-512gb-ssd-intel-qhd-laptop/,323 * 220 * 13.9 mm,INTEL 6Y54 1.1 Ghz,Intel HD Graphics 515,TFT LED-backlit LCD 1800 * 3200,512 GB HDD,DDR3,54 Wh,8 GB,1.3 kg,SSD,
,,,https://meghdadit.com/product/48580/asus-k556ub-core-i5-8gb-1tb-2gb-full-hd-laptop/,25.5 * 251 * 378 mm,INTEL i5-6200U 2.3 Ghz,Nvidia Gforce 940M,TFT LED-Backlit LCD 1080 * 1920,1 TB HDD,DDR3,38 Wh,8 GB,2.3 kg,SATA,2 GB 
,,,https://meghdadit.com/product/49188/asus-rog-gl702vm-core-i7-16gb-1tb-6gb-full-hd-laptop/,24~22 * 280 * 415 mm,INTEL i7-6700HQ 2.6 Ghz,Nvidia Gforce GTX 1060,IPS LCD 1080 * 1920,1 TB HDD,DDR4,76 وات‌ساعت,16 GB,2.7 kg,SATA,6 GB 
,,,https://meghdadit.com/product/49927/asus-zenbook-ux510uw-core-i7-16gb-1tb-4gb-full-hd-laptop/,382 * 255 * 19.9 mm,INTEL i7-6500U 2.5 Ghz,Nvidia Gforce GTX 960M,LED backlit IPS LCD 1080 * 1920,1 TB HDD,DDR4,48 وات‌ساعت,16 GB,2 kg,SATA,4 GB
,,,https://meghdadit.com/product/74683/asus-vivobook-x540ya-e2-6110-4gb-500gb-amd-laptop/,27.2 * 251.5 * 381.4 mm,AMD E2-6110 1.5 Ghz,AMD Radeon R2 Graphics,TFT LED-Backlit LCD 768 * 1366,500 GB HDD,,33 وات‌ساعت,4 GB,2.0 kg,HDD,
,,,https://meghdadit.com/product/86606/asus-vivobook-pro-15-n580gd-core-i7-16gb-1tb-128gb-ssd-4gb-full-hd-laptop/,381 * 256 * 20 mm,INTEL i7-8750H 2.2 Ghz,Nvidia Gforce GTX 1050 GDDR5,IPS LED-backlit LCD 1080 * 1920,128 GB SSD + 1 TB HDD,DDR4,47 وات‌ساعت,16 GB,1.99 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/74570/asus-vivobook-s15-s530uf-e-core-i7-16gb-1tb-256gb-ssd-2gb-full-hd-laptop/,18 × 243.5 × 361.4 mm,INTEL i7-8550U 1.8 Ghz,Nvidia Gforce Geforce MX130,178°wide-view technology 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,42 Wh,16 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/76277/asus-rog-strix-g531gv-core-i7-16gb-1tb-laptop/,25 × 275 × 360 mm,INTEL i7-9750H 2.6 Ghz,Nvidia Gforce RTX™ 2060 GDDR6,IPS LED-backlit LCD 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,,16 GB,2.57 kg,SSDHDD,6 GB 
,,,https://meghdadit.com/product/107610/asus-strix-rog-g531gt-core-i7-16gb-1tb-512gb-ssd-4gb-laptop/,360 * 275 * 26 mm,INTEL i7-9750H 2.6 Ghz,Nvidia GeForce GTX 1650,IPS-level panel 1080 * 1920,512 GB SSD + 1 TB HDD,DDR4,,16 GB,2.4 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/107899/asus-vivobook-pro-15-n580gd-core-i7-8gb-1tb-240gb-ssd-4gb-full-hd-laptop/,381 * 256 * 20 mm,INTEL i7-8750H 2.2 Ghz,Nvidia Gforce GTX 1050 GDDR5,"15.6"" (16:9) LED-backlit FHD (1920x1080) 60Hz Anti-Glare Panel with 45% NTSC 1080 * 1920",240 GB SSD + 1 TB HDD,DDR4,47 وات‌ساعت,8 GB,1.99 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/108146/asus-vivobook-a712fb-core-i7-16gb-1tb-256gb-ssd-2gb-full-hd-laptop/,406.9×253.8×21.4 mm,INTEL i7-8565U 1.8 Ghz,Nvidia Gforce MX110,TFT LED-backlit LCD 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,3220 میلی‌آمپر ساعت,16 GB,2.3 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/108596/asus-zenbook-duo-ux481flc-ap-core-i7-16gb-1tb-ssd-2gb-full-hd-laptop/,323x223x199 mm,INTEL i7 10510U 1.8 Ghz,Nvidia Gforce GeForce® MX250,IPS level panel 1080 * 1920,1 TB HDD,DDR3,70 Wh,16 GB,1.6 kg,SSD,2 GB 
,,,https://meghdadit.com/product/108792/asus-vivobook-k540bp-p-a6-9225-8gb-1tb-2gb-r5-m420-full-hd-laptop/,380x232x25 mm,AMD A6-9225 2.6 Ghz,AMD Radeon Radeon R5 M420,TFT LED-Backlit LCD 1080 * 1920,1 TB HDD,DDR4,38 Wh,8 GB,2.2 kg,HDD,2 GB 
,,,https://meghdadit.com/product/108796/asus-zenbook-15-ux534ftc-core-i7-16gb-1tb-ssd-4gb-full-hd-laptop/,354x220x17.9 mm,INTEL i7 10510U 1.8 Ghz,Nvidia Gforce GeForce® GTX 1650 with Max-Q Design,178°wide-view technology 1080 * 1920,1 TB HDD,,71 Wh,16 GB,1.59 kg,SSD,4 GB
,,,https://meghdadit.com/product/108977/asus-vivobook-a412fj-a-core-i5-8gb-512gb-laptop/,18 * 211 * 323 mm,INTEL i5-8265U 1.6 Ghz,Nvidia Gforce GEFORCE MX 230,TFT LED-backlit LCD 768 * 1366,512 GB HDD,,,8 GB,1.4 kg,SSD,2 GB 
,,,https://meghdadit.com/product/110310/asus-zenbook-14-ux431fa-core-i5-10210u-8gb-512gb-ssd-intel-full-hd-laptop/,323 * 211 * 15.9 mm,,Intel Integrated Intel UHD Graphics 620,LED-backlit FHD (1920x1080) Anti-Glare IPS-level Panel with 72% NTSC with wide 178° viewing anglesWith IPS Technology 1080 * 1920,512 GB HDD,DDR3,47 وات‌ساعت,8 GB,1.39 kg,SSD,
,,,https://meghdadit.com/product/110631/asus-vivobook-r564jp-core-i5-8gb-1tb-256gb-laptop/,357x230x19.9 mm,,Nvidia Gforce GeForce® MX330,,256 GB SSD + 1 TB HDD,DDR4,37 Wh,8 GB,1.75 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/110498/asus-strix-rog-g531gt-core-i7-32gb-1tb-512gb-ssd-4gb-laptop/,360 * 275 * 26 mm,INTEL i7-9750H 2.6 Ghz,Nvidia GeForce GTX 1650,IPS-level panel 1080 * 1920,512 GB SSD + 1 TB HDD,DDR4,,32 GB,2.4 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/110725/asus-vivobook-r521fa-core-i3-4gb-1tb-intel-full-hd-laptop/,360x235x22.9 mm,INTEL i3-8145U 2.1 Ghz,Intel Intel UHD 620,,1 TB HDD,DDR4,,4 GB,1.8 kg,HDD,
,,,https://meghdadit.com/product/110684/asus-vivobook-k571gt-core-i7-8gb-1tb-laptop/,359 * 248 * 21.9 mm,INTEL i7-9750H 2.6 Ghz,Nvidia Gforce GTX 1650 GDDR5,,256 GB SSD + 1 TB HDD,DDR4,42 Wh,8 GB,1.9 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/110733/asus-vivobook-r521fb-core-i7-8gb-1tb-2gb-full-hd-laptop/,360x235x22.9 mm,,Nvidia Gforce MX110,,1 TB HDD,DDR4,,8 GB,1.8 kg,HDD,2 GB 
,,,https://meghdadit.com/product/109650/asus-rog-zephyrus-gx502gv-plz-core-i7-32gb-1tb-ssd-6gb-full-hd-laptop/,360x252x19 mm,INTEL i7-9750H 2.6 Ghz,Nvidia Gforce GeForce® RTX 2060,IPS LED-backlit LCD 1080 * 1920,1 TB HDD,DDR4,لیتیومی 76 Wh,32 GB,1.99 kg,SSD,6 GB 
,,,https://meghdadit.com/product/110366/asus-m509dj-zx-ryzen-5-3500u-8gb-1tb-laptop/,360.2 * 234.9 * 22.9 mm,,Nvidia Gforce NVIDIA® GeForce® MX250 GDDR5 VRAM,LED-backlit FHD 1080 * 1920,128 GB SSD + 1 TB HDD,DDR4,32 Wh,8 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/109547/asus-zenbook-14-ux431fl-core-i7-8gb-512gb-laptop/,323 * 211 * 15.9 mm,,Nvidia Gforce NVIDIA® GeForce® MX250,(16:9) LED-backlit FHD (1920x1080) 60Hz Glare Panel with 72% NTSC with wide 178° viewing angles 1080 * 1920,512 GB HDD,,47 وات‌ساعت,8 GB,1.39 kg,SSD,2 GB 
,,,https://meghdadit.com/product/108008/asus-rog-zephyrus-ga502du-q-ryzen7-3750h-32gb-512gb-ssd-6gb-full-hd-laptop/,360x252x20.4 mm,AMD 3750H 2.3 Ghz,Nvidia Gforce GEFORCE GTX1660TI,IPS LED-backlit LCD 1080 * 1920,512 GB HDD,DDR4,باتری لیتیوم یونی با ظرفیت 76 Wh,32 GB,2.2 kg,SSD,6 GB 
,,,https://meghdadit.com/product/107967/asus-vivobook-k540ub-core-i5-4gb-1tb-2gb-full-hd-laptop/,27.2 * 251 * 381 mm,INTEL i5-8250U 1.6 Ghz,Nvidia MX110 GDDR5,TFT LED-Backlit LCD 1080 * 1920,1 TB HDD,DDR4,36 Wh,4 GB,2.1 kg,HDD,2 GB 
,,,https://meghdadit.com/product/107906/asus-vivobook-pro-15-n580gd-core-i7-16gb-1tb-240gb-ssd-4gb-full-hd-laptop/,381 * 256 * 20 mm,INTEL i7-8750H 2.2 Ghz,Nvidia Gforce GTX 1050 GDDR5,"15.6"" (16:9) LED-backlit FHD (1920x1080) 60Hz Anti-Glare Panel with 45% NTSC 1080 * 1920",240 GB SSD + 1 TB HDD,DDR4,47 وات‌ساعت,16 GB,1.99 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/107940/asus-rog-strix-g531gt-core-i7-8gb-1tb-ssd-4gb-laptop/,360 * 275 * 26 mm,INTEL i7-9750H 2.6 Ghz,Nvidia GeForce GTX 1650,IPS-level panel 1080 * 1920,1 TB HDD,DDR4,,8 GB,2.4 kg,SSD,4 GB
,,,https://meghdadit.com/product/107748/asus-tuf-gaming-fx505du-ryzen7-3750h-16gb-1tb-256gb-ssd-6gb-full-hd-laptop/,360.4 * 262.0 * 25.8 ~26.8 mm,,Nvidia Gforce GTX 1660,LED-backlit FHD (1920x1080) Anti-Glare IPS-level Panel with 45% NTSC 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,48 وات‌ساعت,16 GB,2.2 kg,SSDHDD,6 GB 
,,,https://meghdadit.com/product/107766/asus-zenbook-13-ux333flc-a-core-i7-16gb-512gb-ssd-2gb-full-hd-laptop/,303 × 189 × 17.9 mm,INTEL i7 10510U 2.0 Ghz,Nvidia Gforce GeForce® MX250,(16:9) LED-backlit 60Hz Anti-Glare Panel with 72% NTSC 1080 * 1920,512 GB HDD,DDR3,50 وات‌ساعت,16 GB,1.15 kg,SSD,2 GB 
,,,https://meghdadit.com/product/107469/asus-rog-strix-g-gl731gv-core-i7-16gb-1tb-256gb-ssd-6gb-full-hd-laptop/,24~22 * 280 * 415 mm,INTEL i7-9750H 2.6 Ghz,Nvidia Gforce GeForce® RTX 2060 GDDR6,LED-backlit FHD 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,,16 GB,2.95 kg,SSDHDD,6 GB 
,,,https://meghdadit.com/product/107461/asus-vivobook-s15-s531fl-core-i7-8gb-1tb-256gb-ssd-2gb-full-hd-laptop/,361x2435x17.9 mm,INTEL i7-8565U 1.8 Ghz,Nvidia Gforce MX250 GDDR5 VRAM,LED-backlit Full HD 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,42 Wh,8 GB,1.8 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/75543/asus-vivobook-k540bp-a6-9225-8gb-1tb-2gb-full-hd-laptop/,27.2 * 251 * 381 mm,AMD A6-9225 2.6 Ghz,AMD Radeon R4,TFT LED-Backlit LCD 1080 * 1920,1 TB HDD,DDR4,33 Wh,8 GB,1.9 kg,HDD,2 GB 
,,,https://meghdadit.com/product/74571/asus-vivobook-pro-15-n580gd-e-core-i7-16gb-2tb-240gb-ssd-4gb-full-hd-laptop/,381 * 256 * 20 mm,INTEL i7-8750H 2.2 Ghz,Nvidia Gforce GTX 1050 GDDR5,IPS LED-backlit LCD 1080 * 1920,240 GB SSD + 2 TB HDD,DDR4,47 وات‌ساعت,16 GB,1.99 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/74472/asus-vivobook-pro-15-n580gd-core-i7-16gb-1tb-120gb-ssd-4gb-full-hd-laptop/,381 * 256 * 20 mm,INTEL i7-8750H 2.2 Ghz,Nvidia Gforce GTX 1050 GDDR5,IPS LED-backlit LCD 1080 * 1920,120 GB SSD + 1 TB HDD,DDR4,47 وات‌ساعت,16 GB,1.99 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/73420/asus-vivobook-flip-14-tp410uf-core-i7-16gb-1tb-with-256gb-ssd-2gb-touch-laptop/,327.4 * 226.5 * 19.2 mm,INTEL i7-8550U 1.8 Ghz,Nvidia Gforce MX130,178°wide-view technologyWith IPS 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,48 Wh,16 GB,,SSDHDD,2 GB 
,,,https://meghdadit.com/product/72482/asus-vivobook-flip-tp412ua-core-i7-8gb-256gb-ssd-intel-touch-laptop/,327x224.75x17.6 mm,INTEL i7-8550U 1.8 Ghz,Intel UHD 620,178°wide-view technologyWith IPS 1080 * 1920,256 GB HDD,DDR4,43 Wh,8 GB,1.5 kg,SSD,
,,,https://meghdadit.com/product/73412/asus-fx504gm-core-i7-16gb-1tb256gb-ssd-6gb-full-hd-laptop/,25 × 262 × 384 mm,INTEL i7-8750H 2.2 Ghz,Nvidia GeForce GTX 1060 TI,178°wide-view technology 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,48 وات‌ساعت,16 GB,2.1 kg,SSDHDD,6 GB 
,,,https://meghdadit.com/product/86702/asus-rog-strix-g531gw-core-i7-16gb-512gb-ssd-8gb-full-hd-laptop/,25 × 275 × 360 mm,INTEL i7-9750H 2.6 Ghz,Nvidia Gforce RTX 2070,IPS LED-backlit LCD 1080 * 1920,512 GB HDD,DDR4,,16 GB,2.57 kg,SSD,8 GB 
,,,https://meghdadit.com/product/86580/asus-tuf-gaming-fx505dt-a-ryzen7-3750h-16gb-1tb-128gb-ssd-4gb-full-hd-laptop/,360.4 * 262.0 * 25.8 ~26.8 mm,,Nvidia Gforce GTX 1650,LED-backlit FHD (1920x1080) Anti-Glare IPS-level Panel with 45% NTSC 1080 * 1920,128 GB SSD + 1 TB HDD,DDR4,48 وات‌ساعت,16 GB,2.2 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/107378/asus-vivobook-r564fl-core-i7-8gb-1tb-256gb-ssd-2gb-full-hd-laptop/,357x230x19.9 mm,INTEL i7-8565U 1.8 Ghz,Nvidia Gforce GeForce MX250 GDDR5,TFT LED-backlit LCD 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,باتری لیتیوم-یون با ظرفیت 37 Wh,8 GB,1.75 kg,SSDHDD,2 GB 
,,,https://meghdadit.com/product/107386/asus-zenbook-14-ux434fl-core-i7-16gb-512gb-ssd-2gb-full-hd-laptop/,17*320*200 mm,INTEL i7-8565U 1.8 Ghz,Nvidia Gforce MX250,"14” LED-backlit Full HD (1920 x 1080) 16:9 slim-bezel NanoEdge display, non-touch 1080 * 1920",512 GB HDD,,50 وات‌ساعت,16 GB,1.26 kg,SSD,2 GB 
,,,https://meghdadit.com/product/112504/asus-rog-strix-g512li-core-i7-10750h-16gb-laptop/,360 * 275 * 26 mm,,Nvidia GeForce GTX™ 1650,IPS-level panel 1080 * 1920,512 GB HDD,DDR4,,16 GB,2.3 kg,SSD,4 GB
,,,https://meghdadit.com/product/49317/asus-rog-gl502vs-core-i7-16gb-1tb256gb-ssd-8gb-laptop/,30.1 * 266 * 390 mm,INTEL i7-7700HQ 2.8 Ghz,Nvidia Gforce GTX1070 GDDR5,IPS LCD 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,62 Wh,16 GB,2.34 kg,SSDSATA,8 GB 
,,,https://meghdadit.com/product/48050/asus-k456uq-core-i7-12gb-1tb8gb-ssd-2gb-full-hd-laptop/,25.3 * 242 * 348 mm,INTEL i7-7500U 2.7 Ghz,Nvidia Gforce 940MX,TFT LED-Backlit LCD 1080 * 1920,8 GB SSD + 1 TB HDD,DDR4,37 Wh,12 GB,2.1 kg,SSDSATA,2 GB 
,,,https://meghdadit.com/product/47323/asus-x756ux-i7-8gb-2tb-4gb-full-hd-laptop/,30 * 273 * 415 mm,INTEL i7-6500U 2.5 Ghz,Nvidia Gforce GTX 950M,TFT LED-backlit LCD 1080 * 1920,2 TB HDD,DDR3,,8 GB,2.7 kg,SATA,4 GB
,,,https://meghdadit.com/product/47231/asus-transformer-book-flip-tp550ld-core-i3-4gb-500gb-2gb-touch-laptop/,360 * 261 * 27.2 mm,INTEL i3-4010U 1.7 Ghz,Nvidia Gforce 820M,TFT LED-backlit LCD 768 * 1366,500 GB HDD,DDR3,38 Wh,4 GB,2.6 kg,SATA,2 GB 
,,,https://meghdadit.com/product/48441/asus-n552vx-core-i7-8gb-1tb-4gb-full-hd-touch-laptop/,29.9 * 260 * 383 mm,INTEL i7-6700HQ 2.6 Ghz,Nvidia Gforce GTX 950M,IPS LCD 1080 * 1920,1 TB HDD,DDR4,3200 mAh,8 GB,2.53 kg,SATA,4 GB
,,,https://meghdadit.com/product/108650/lenovo-ideapad-s540-core-i5-8gb-1tb-laptop/,358x245x16.9 mm,INTEL i5-8265U 1.6 Ghz,Nvidia Gforce Geforce GTX 1650 GDDR5,IPS LED-backlit LCD 1080 * 1920,128 GB SSD + 1 TB HDD,DDR4,غیر قابل تعویض باتری لیتیوم یونی با ظرفیت 52.5 Wh,8 GB,1.95 کلیوگرم,SSDHDD,4 GB
,,,https://meghdadit.com/product/107670/lenovo-ideapad-330-core-i3-8130u-4gb-1tb-intel-odd-hd-laptop/,22.9 * 260 * 378 mm,INTEL i3-8130U 2.2 Ghz,Intel UHD Graphics 620,TFT LED-backlit LCD 768 * 1366,1 TB HDD,DDR4,41 وات‌ساعت,4 GB,2.2 کلیوگرم,HDD,
,,,https://meghdadit.com/product/108593/lenovo-ideapad-130-core-i7-12gb-1tb-2gb-hd-laptop/,375 ×253 ×23 mm,INTEL i7-8550U 1.8 Ghz,Nvidia Gforce MX110,TFT LED-backlit LCD 768 * 1366,1 TB HDD,DDR4,30 Wh,12 GB,2.1 kg,HDD,2 GB 
,,,https://meghdadit.com/product/108005/lenovo-ideapad-v130-core-i3-7020u-8gb-1tb-2gb-laptop/,22.3 * 253 * 375 mm,INTEL i3-7020U 2.3 Ghz,AMD Radeon R5 M430,TFT LED-backlit LCD 768 * 1366,1 TB HDD,DDR4,45 وات‌ساعت,8 GB,1.7 کلیوگرم,HDD,2 GB 
,,,https://meghdadit.com/product/109736/lenovo-ideapad-l3-core-i3-10110u-12gb-1tb-256gb-ssd-2gb-hd-laptop/,363x254.6x22.9 mm,INTEL I3-10110U 2.2 Ghz,Nvidia Gforce MX130,TFT LED-backlit LCD 768 * 1366,256 GB SSD + 1 TB HDD,DDR4,36 Wh,12 GB,2.2 کلیوگرم,SSDHDD,2 GB 
,,,https://meghdadit.com/product/109741/lenovo-ideapad-l3-core-i5-10210u-12gb-1tb-256gb-ssd-2gb-fhd-laptop/,363x254.6x22.9 mm,INTEL i5 10210U 2.0 Ghz,Nvidia Gforce MX130,TFT LED-backlit LCD 1080 * 1920,256 GB SSD + 1 TB HDD,DDR4,36 Wh,12 GB,2.2 کلیوگرم,SSDHDD,2 GB 
,,,https://meghdadit.com/product/107525/acer-aspire-3-a315-core-i5-8gb-1tb-2gb-hd-laptop/,382 * 252 * 24 mm,INTEL i5-8265U 2.0 Ghz,Nvidia Gforce GeForce MX230,,1 TB HDD,DDR4,36Wh,8 GB,2.1 kg,HDD,2 GB 
,,,https://meghdadit.com/product/70705/acer-nitro-5-an515-51-core-i7-24gb-1tb512gb-ssd-4gb-full-hd-laptop/,26.75 * 266 * 390 mm,INTEL i7-7700HQ 2.8 Ghz,Nvidia Gforce GTX 1050 Ti GDDR5,IPS LED-backlit LCD 1080 * 1920,512 GB SSD + 1 TB HDD,DDR4,46 وات‌ساعت,24 GB,2.7 kg,SSDHDD,4 GB
,,,https://meghdadit.com/product/66493/acer-aspire-e5-476g-core-i5-8gb-1tb-2gb-full-hd-laptop/,30 * 248 * 343 mm,INTEL i5-7200U 2.5 Ghz,Nvidia GT940,TFT LED-backlit LCD 1080 * 1920,1 TB HDD,DDR4,2800 mAh,8 GB,2.1 kg,SATA,2 GB 
,,,https://meghdadit.com/product/66136/acer-aspire-es1-523-e1-7010-8gb-1tb-amd-laptop/,24.6 * 258 * 381 mm,AMD E1-7010 1.5 Ghz,AMD Radeon Radeon R2,TFT LED-backlit LCD 768 * 1366,1 TB HDD,DDR3,3220 mAh,8 GB,2.4 kg,SATA,
,,,https://meghdadit.com/product/65101/acer-aspire-a515-core-i7-8550u-8gb-1tb-2gb-full-hd-laptop/,28.5 * 259 * 381.6 mm,INTEL i7-8550U 1.8 Ghz,Nvidia Gforce MX150 GDDR5,TFT LED-backlit LCD 1080 * 1920,1 TB HDD,DDR4,3220 mAh,8 GB,2.2 kg,SATA,2 GB 
,,,https://meghdadit.com/product/108978/acer-aspire-a315-55g-36f0-core-i3-4gb-1tb-laptop/,380×260×20 mm,,Nvidia Gforce Geforce MX230,TFT LED-backlit LCD 1080 * 1920,1 TB HDD,DDR4,,4 GB,2.1 kg,HDD,2 GB 
,,,https://meghdadit.com/product/112025/asus-x543ub-core-i5-12gb-1tb-2gb-full-hd-laptop/,27.2 × 251 × 381 mm,,Nvidia Gforce NVIDIA® GeForce® MX110,LED-backlit HD 1080 * 1920,1 TB HDD,DDR4,33 Wh,12 GB,1.9 kg,HDD,2 GB 
,,,https://meghdadit.com/product/69891/asus-x507ub-core-i3-4gb-1tb-2gb-laptop/,365 * 266 * 21.9 mm,INTEL i3-6006U 2.3 Ghz,Nvidia Gforce MX110 DDR5,TFT LED-Backlit LCD 768 * 1366,1 TB HDD,DDR4,33 Wh,4 GB,1.68 kg,HDD,2 GB 
,,,https://meghdadit.com/product/65140/asus-vivobook-s15-s510uq-core-i7-12gb-1tb128gb-ssd-2gb-full-hd-laptop/,361.4 * 243.5 * 17.9 mm,INTEL i7-8550U 1.8 Ghz,Nvidia Gforce 940MX GDDR5,TFT LED-Backlit LCD 1080 * 1920,128 GB SSD + 1 TB HDD,DDR4,42 Wh,12 GB,1.7 kg,SSDSATA,2 GB 
,,,https://meghdadit.com/product/66566/asuspro-p2540nv-n4200-4gb-500gb-2gb-laptop/,380 * 256 * 23.3 ~26.3 mm,INTEL Pentium-N4200 1.1 Ghz,Nvidia Gforce 810M,TFT LED-Backlit LCD 768 * 1366,500 GB HDD,DDR3,72 Wh,4 GB,2.17 kg,HDD,2 GB 
,,,https://meghdadit.com/product/63700/asus-vivobook-e502na-n4200-4gb-500gb-intel-laptop/,21.9 * 235 * 339 mm,INTEL Pentium-N4200 1.1 Ghz,Intel HD Graphics 505,TFT LED-Backlit LCD 1080 * 1920,500 GB HDD,DDR3,,4 GB,1.65 kg,SATA,
,,,https://meghdadit.com/product/64446/asus-r419un-core-i7-12gb-1tb-4gb-full-hd-laptop/,23.6 * 243 * 348 mm,INTEL i7-8550U 1.8 Ghz,Nvidia Gforce MX150 GDDR5,TFT LED-backlit LCD 1080 * 1920,1 TB HDD,DDR4,38 Wh,12 GB,1.8 kg,SATA,4 GB
,,,https://meghdadit.com/product/63331/asus-zenbook-pro-ux550vd-core-i7-16gb-512gb-ssd-4gb-full-hd-laptop/,18.9 * 251 * 365 mm,INTEL i7-7700HQ 2.8 Ghz,Nvidia Gforce GTX 1050 DDR5,178°wide-view technology 1080 * 1920,512 GB HDD,DDR4,73 Wh,16 GB,1.8 kg,SSD,4 GB
,,,https://meghdadit.com/product/50726/asus-vivobook-max-x540u-core-i7-8gb-1tb-2gb-hd-laptop/,381.4 * 251.5 * 27.6 ~27.6 mm,INTEL i7-7500U 2.7 Ghz,AMD Radeon R5 M420,TFT LED-Backlit LCD 768 * 1366,1 TB HDD,DDR4,36 Wh,8 GB,2 kg,SATA,2 GB 
,,,https://meghdadit.com/product/50471/asus-n552vw-core-i7-12gb-1tb128gb-ssd-4gb-4k-laptop/,29.9 * 260 * 383 mm,INTEL i7-6700HQ 2.6 Ghz,Nvidia Gforce GTX 960M GDDR5,IPS LCD 4K 2160 * 3840,128 GB SSD + 1 TB HDD,DDR4,3200 mAh,12 GB,2.53 kg,SSDSATA,4 GB
